,2013,2014,2015,2016,2017
现金与约当现金(占总资产%),20.787329653072835,28.45659248157004,48.58083298264898,51.72428158815945,40.78377538992455
应收款项(占总资产%),0.9417961362118001,0.6582725595366414,0.37263067332118277,0.41512456624427346,0.4700162815060773
存货(占总资产%),46.84024109249364,37.383258520262686,21.16910434683488,18.327321298257445,16.38655619273077
流动资产(占总资产%),61.56474374225268,54.636293061931596,40.929937948619035,41.64162431974642,45.795192274526045
非流动资产(占总资产%),38.4352562556789,45.363706935968615,59.07006204987215,58.35837567868892,54.20480772397962
应付款项(占总资产%),2.097947890033686,2.160208749319713,1.2698621057999344,1.3000021260965116,1.1968581667106053
流动负债(占总资产%),65.30220593725518,58.039061849622044,40.67252748369965,34.20180761962894,60.90872231600151
非流动负债(占总资产%),5.284069282425827,6.802191777679136,28.594844793079073,29.98079139910547,2.586401505416501
股东权益(占总资产%),29.41372477825059,35.15874637059903,30.73262772171247,35.817400979700935,36.50487617708764
负债占资产比率(%),70.586275219681,64.84125362730117,69.26737227677873,64.18259901873441,63.49512382141801
长期资金占不动产及设备比率(%),367.0404528134471,457.04219505669516,833.4839800739313,728.1234463754547,392.6743972580838
流动比率(%),94.27666777360687,94.1371058021516,100.63288533889167,121.75270026939349,75.18659156206188
速动比率(%),21.844301529398706,29.18079191751801,46.44611908539017,67.62002930488437,47.865995201344
应收款项周转率(次/年),40.623800726115704,41.370676796727295,51.84064869076396,58.15142632144954,33.93858894856065
应收款项周转天数(天),8.861800054634227,8.701815570432943,6.944357534573673,6.190733779823146,10.607394429043374
存货周转率(次/年),0.3513845823473699,0.47700421590974373,0.5672544957777682,0.6743031845525848,0.415296406099424
存货周转天数(天),1024.5184850315718,754.7103106538555,634.6357810265667,533.8844724634446,866.8507472220166
固定资产周转率(次/年),3.5231675328366836,3.969736612859884,3.7901994090643085,2.9786052654934005,1.7363589886744049
完整生意周期(天),1033.380285022985,763.4121261851725,641.5801385259956,540.0752062125123,877.458141559023
应付款项周转天数(天),48.07070720759375,38.12008988816428,37.28839158228594,34.68484361229019,62.370801011526176
缺钱天数(天),985.3095778153912,725.2920362970082,604.2917469437097,505.3903626002221,815.0873405474969
总资产周转率(次/年),0.3088792279417846,0.33142109090091537,0.25508804972695925,0.228820964685647,0.15041624658745126
ROA=资产收益率(%),2.7675789389372274,6.699643206442676,7.68389126726692,5.664596276889943,0.44931008057780164
ROE=净资产收益率(%),9.529258066969657,20.764678642660318,23.582332080162203,17.047238312107787,1.2422505344382093
税前纯益占实收资本比率(%),95.62635488329889,175.12287412640987,240.90118456424386,178.56179509496442,22.592307017337774
毛利率(%),46.57667680225188,39.33862116203486,37.84928658189294,41.72871755338832,52.13939982373916
营业利润率(%),17.056159319550094,23.842623021995756,31.078336881172774,29.638066296702004,7.093280711987146
净利率(%),8.960068170321787,20.21489696931927,30.122505836563757,24.755582532796474,2.987111370784746
营业费用率(%),20.769519606812846,19.956592774008808,22.827489075456125,25.502894469638843,39.287210726142305
经营安全边际率(%),11.636339212793544,17.111281009641623,22.545156127964347,20.911828462384506,4.662356181373828
EPS=基本每股收益(元),0.6103275195227394,1.443816507806577,1.9653245793288963,1.4413953086411566,0.08206673429716425
营收增长率(%),41.31723891866292,4.8549245413586135,-8.65122713147106,2.5304386366721445,-33.940722659890326
净利增长率(%),-18.029705244845417,136.56421520582333,36.1201072360125,-15.737397507501342,-92.02901332684924
净资本增长率(%),-0.5670718544244409,17.745686949833384,21.648756856515234,12.38567027478193,6.714620573071841
现金流量比率(%),18.37714150615043,11.527348676403564,7.285476616558616,1.4984406071314234,9.320047555188632
现金流量允当比率(%),83.51772282845205,137.99523692472738,570.9411166573702,1334.2680840127496,623.5317140875263
现金再投资比率(%),22.029835354716962,6.017806385529028,0.1306041796210235,-6.8203792906040634,5.08899097916593
