,2013,2014,2015,2016,2017
现金与约当现金(占总资产%),4.493771713837311,6.939020968085701,7.852241445987712,12.434028853395517,11.577158290162954
应收款项(占总资产%),18.3483580775377,14.674352627064577,14.064888418900315,15.089208963011686,16.37694908133554
存货(占总资产%),5.588693383021558,5.352850252774006,4.804694223318202,4.286278330775002,4.6849569102005635
流动资产(占总资产%),29.97190642671903,28.75367974999925,27.959171615715743,33.39932103239726,34.85654298001531
非流动资产(占总资产%),70.02809356077636,71.24632023770049,72.04082837140827,66.60067895484084,65.14345700637244
应付款项(占总资产%),12.044008108453719,11.345827438276263,9.725344256740183,9.957879554307969,11.171776660884412
流动负债(占总资产%),30.40394314777598,32.02800122963131,29.67806920156106,34.66923686095639,25.961674186542304
非流动负债(占总资产%),13.256764192567541,12.624259923503189,13.140748284923703,8.040361586097507,8.439167290935707
股东权益(占总资产%),56.33929264715187,55.34773883456524,57.18118250063926,57.29040154018421,65.59915850890974
负债占资产比率(%),43.66070734034352,44.6522611531345,42.818817486484754,42.7095984470539,34.40084147747801
长期资金占不动产及设备比率(%),107.70722550964535,105.26125501533437,108.712571903043,110.9601679247362,129.57894034083682
流动比率(%),98.57901084973096,89.77669112974331,94.20818926493666,96.3370528000179,134.26153764693575
速动比率(%),76.58427420118012,68.05662227645863,73.87625545069871,79.56262120825357,108.08918855688039
应收款项周转率(次/年),3.2858985828847347,2.9264221052298276,2.78688454511293,3.2434187492869113,3.6515634070074
应收款项周转天数(天),109.5590721055617,123.0171133305884,129.1765029738034,110.99399355180265,98.58790869565189
存货周转率(次/年),6.167923926394526,6.3123893222090555,5.956013526733022,7.3938892124497455,8.786192509931556
存货周转天数(天),58.36647855384111,57.03070282129757,60.44311314338649,48.68885495571396,40.97337942498259
固定资产周转率(次/年),0.8982144672462958,0.8064365895809291,0.648985817631716,0.8000762954825116,1.0429184572811108
完整生意周期(天),167.9255506497136,180.04781614164384,189.61961610463536,159.68284849822908,139.56128811377693
应付款项周转天数(天),101.11885978708287,121.9067100416645,125.45103930681715,105.4504637967915,96.46271845188046
缺钱天数(天),66.80669086263075,58.14110609997934,64.1685767978182,54.23238470143758,43.09856966189646
总资产周转率(次/年),0.5360819187746358,0.48274907378496673,0.4006589414214803,0.4728686496945814,0.5737453107435034
ROA=资产收益率(%),4.770576816971344,4.090755021881347,0.6908309449576511,1.2238748535311939,4.9831895407793425
ROE=净资产收益率(%),8.639322784188115,7.325925283705002,1.2282859021846995,2.1382942629760553,8.127746893925092
税前纯益占实收资本比率(%),98.66701625287241,91.39642336678746,16.641237011564254,29.45972357168496,95.6475534351118
毛利率(%),28.40431036811402,28.477316279996966,24.408110855253558,28.943706474832954,31.406793200271295
营业利润率(%),5.800861030851981,5.781804345249327,-2.1769745348487715,1.0206399785172011,9.969020084941867
净利率(%),8.898969819280282,8.473874405925049,1.7242369340111239,2.5881919936749953,8.685368658050704
营业费用率(%),18.555087960940515,21.22199826231527,25.261021830668128,23.174014908038085,20.428589344036656
经营安全边际率(%),4.517652884254327,4.500253050623158,-1.7498654387426873,0.7915391967706529,7.586381070686752
EPS=基本每股收益(元),0.7826754817422149,0.6898169796957007,0.1148274646052834,0.19966460611028444,0.7910762293853627
营收增长率(%),33.64200531589,-7.469537233420056,-18.191774110798193,15.839257237612458,18.06617164174098
净利增长率(%),277.0079837263411,-11.88963057113412,-83.35392319455157,73.88227037869336,296.20253008827973
净资本增长率(%),8.275478101033443,-0.12785710865783528,-1.3068872437891486,1.0866658182426647,7.349957125713175
现金流量比率(%),23.757981372403325,18.939898889564358,13.42530323102498,22.03455430149382,49.12224015627436
现金流量允当比率(%),36.795239338490745,44.458975586436225,67.18549183263251,160.65308013766452,254.924271726557
现金再投资比率(%),6.709107398725356,4.898058973493315,1.581415411905952,8.89125199670163,14.75517300765069
