,2013,2014,2015,2016,2017
现金与约当现金(占总资产%),22.62282985191145,14.822182722347726,38.56659771840781,31.34272120544268,37.74701417737572
应收款项(占总资产%),6.6703377851600045,11.073215430688805,9.909479684109249,8.688961244897959,7.885674908681141
存货(占总资产%),0.05958552362225156,0.0,0.0,0.0,0.0
流动资产(占总资产%),36.565279143011566,31.052612303896414,45.148543467231825,36.94196350911914,46.213524840741734
非流动资产(占总资产%),63.43472078580575,68.94738763096436,54.85145645314137,63.058036400368366,53.7864750715277
应付款项(占总资产%),0.7129169299874094,2.7609098523531306,2.1181607485035525,2.9258091437164886,2.2147078024546527
流动负债(占总资产%),16.08280090548315,23.19036375462175,13.933748855248155,8.225933013554519,28.534914049733835
非流动负债(占总资产%),12.494018657666695,11.715042337643427,3.6818182111990305,3.4156861048977034,2.7220350926817076
股东权益(占总资产%),71.42318036566748,65.0945938425956,82.38443285392599,88.35838079103529,68.74305076985388
负债占资产比率(%),28.57681956314984,34.90540609226518,17.615567066447184,11.641619118452223,31.25694914241554
长期资金占不动产及设备比率(%),2703.063284552223,2330.0583046277757,3994.151681758399,4640.619433952015,537.2908731462783
流动比率(%),227.3564113369512,133.90308382068534,324.0229437048985,449.0914652692052,161.95431539801442
速动比率(%),199.31080050764749,118.48510971726259,304.2543316849409,429.1552307805937,155.3421064548202
应收款项周转率(次/年),5.552431755680019,3.7127556869860197,2.3304476276548507,2.915430349994794,3.370119688566227
应收款项周转天数(天),64.83645574609491,96.96301837508085,154.47675951007545,123.48091157359056,106.82113105220593
存货周转率(次/年),244.42894888525404,476.27247470752405,390598011.16,246172193.42,275603815.9
存货周转天数(天),1.4728188695157016,0.7558689366872476,0.0,0.0,0.0
固定资产周转率(次/年),7.439814971012384,9.673213139571855,12.678278166330912,18.758956783092252,2.4751154524870915
完整生意周期(天),66.30927460841232,97.71888730987216,154.47675951007545,123.48091157359056,106.82113105220593
应付款项周转天数(天),33.850569927323235,47.31642684770711,63.5817554356758,86.1728792132978,75.1983901918218
缺钱天数(天),32.45870468108909,50.402460462165045,90.89500407439965,37.308032360292756,31.622740860384127
总资产周转率(次/年),0.27222331646990844,0.33301084922811275,0.24585240390243215,0.2722506255338531,0.27908128060993476
ROA=资产收益率(%),4.995679725341534,0.4388361542733051,4.486293115218219,-5.555624653636743,4.384371374710129
ROE=净资产收益率(%),6.193973386287496,0.6442236195082972,6.156202021738972,-6.5221944691917235,5.592478490044832
税前纯益占实收资本比率(%),25.41814407531483,-4.686889635819655,33.5279820971765,-18.187991369138544,21.04653039034637
毛利率(%),68.47123019763485,59.27929410774827,43.07660600364283,61.69695301263807,56.00519584120522
营业利润率(%),18.58095967230605,-3.790376778230338,-26.697475424791843,-40.97373100180429,16.15119678660318
净利率(%),18.351402718648497,1.3177833526866676,18.247912287742054,-20.40628786602156,15.71001591769411
营业费用率(%),46.845767885619615,58.225918819553804,59.480579818056924,59.19439331893799,47.67118430394451
经营安全边际率(%),11.029158895859304,-2.37970465619106,-18.65956718606542,-25.339828758926473,10.3529864499149
EPS=基本每股收益(元),0.2290226783883743,0.024811202250726146,0.2398378372017095,-0.2512088616349886,0.18850624256908274
营收增长率(%),75.40340562249918,50.86710879583114,-29.9138659941042,-6.337352206706839,-2.528384589134376
净利增长率(%),269.6107943348323,-89.16648691358941,870.5126633993166,-204.7411286532071,-175.03964797135347
净资本增长率(%),9.142896194288468,-0.4050015032457992,3.5340988963269666,-5.647493448801768,-19.732719767619457
现金流量比率(%),47.89019216598972,-7.316836606363735,97.80240091335519,101.54170071987014,32.806765019221814
现金流量允当比率(%),,20.998369956753656,37.676582975914265,63.782636000347196,90.92182238506446
现金再投资比率(%),7.7542681047610404,-3.5366647448238835,14.025141128027299,8.4770542428035,13.099238763277285
